食品群,食品番号,索引番号,食品名,廃 棄 率,,,一般成分,一般成分,一般成分,一般成分,一般成分,,,,,一般成分,一般成分,,,,一般成分,無機質,無機質,無機質,無機質,無機質,無機質,無機質,無機質,無機質,無機質,無機質,無機質,無機質,"ビタミン
(ビタミンA)","ビタミン
(ビタミンA)","ビタミン
(ビタミンA)","ビタミン
(ビタミンA)","ビタミン　
(ビタミンA)","ビタミン
(ビタミンA)",ビタミン,"ビタミン　
(ビタミンE)","ビタミン　
(ビタミンE)","ビタミン　
(ビタミンE)","ビタミン　
(ビタミンE)",ビタミン,ビタミン,ビタミン,ビタミン,ビタミン,ビタミン,ビタミン,ビタミン,ビタミン,ビタミン,,,,,,,,,,,
,,,,廃棄,エネルギー（kcal）,エネルギー（kJ),水   分,たんぱく質,アミノ酸組成によるたんぱく質,脂   質,トリアシルグリセロール当量,飽和脂肪酸,一価不飽和脂肪酸,多価不飽和脂肪酸,コレステロール,炭水化物,利用可能炭水化物（単糖当量）,水溶性食物繊維,不溶性食物繊維,食物繊維総量,灰   分,ナトリウム,カリウム,カルシウム,マグネシウム,リン,鉄,亜鉛,銅,マンガン,ヨウ素,セレン,クロム,モリブデン,レチノール,α-カロテン,β-カロテン,β-クリプトキサンチン,β-カロテン当量,レチノール活性当量,ビタミンD,α-トコフェロール,β-トコフェロール,γ-トコフェロール,δ-トコフェロール,ビタミンK,ビタミンB1,ビタミンB2,ナイアシン,ビタミンB6,ビタミンB12,葉酸,パントテン酸,ビオチン,ビタミンC,食塩相当量,アルコール,硝酸イオン,テオブロミン,カフェイン,タンニン,ポリフェノール,酢酸,調理油,有機酸,重量変化率
,,,Tagnames,REFUSE,"ENERC_
KCAL",ENERC,WATER,－,PROTCAA,－,FATNLEA,FASAT,FAMS,FAPU,CHOLE,－,CHOAVLM,FIBSOL,FIBINS, FIBTG,ASH,NA,K,CA,MG,P,FE,ZN,CU,MN,ID,SE,CR,MO,RETOL,CARTA ,CARTB ,CRYPXB,CARTBEQ,VITA_RAE,VITD,TOCPHA,TOCPHB ,TOCPHG,TOCPHD,VITK,THIAHCL ,RIBF,NIA,VITB6A,VITB12,FOL,PANTAC,BIOT,VITC,NACL_EQ,ALC,NITRA ,THEBRN,CAFFN ,TAN,POLYPHENT,ACEAC,－,OA,－
,,,単位,%,kcal/100 g,kJ/100 g,g/100 g,g/100 g,g/100 g,g/100 g,g/100 g,g/100 g,g/100 g,g/100 g,mg/100 ｇ,g/100 g,g/100 g,g/100 g,g/100 g,g/100 g,g/100 g,mg/100 g,mg/100 g,mg/100 g,mg/100 g,mg/100 g,mg/100 g,mg/100 g,mg/100 g,mg/100 g,µg/100 g,µg/100 g,µg/100 g,µg/100 g,µg/100 g,µg/100 g,µg/100 g,µg/100 g,µg/100 g,µg/100 g,µg/100 g,mg/100 g,mg/100 g,mg/100 g,mg/100 g,µg/100 g,mg/100 g,mg/100 g,mg/100 g,mg/100 g,µg/100 g,µg/100 g,mg/100 g,µg/100 g,mg/100 g,g/100 g,g/100 g,g/100 g,g/100 g,g/100 g,g/100 g,g/100 g,g/100 g,g/100 g,g/100 g,%
14,14002,1821,（植物油脂類）　ごま油　　　,0,921,3853,0,0,-,100,98.1,15.04,37.59,41.19,0,0,-,0,0,0,0,Tr,Tr,1,Tr,1,0.1,Tr,0.01,0,0,1,1,0,0,0,Tr,0,Tr,0,(0),0.4,Tr,43.7,0.7,5,0,0,0.1,(0),(0),(0),(0),0,(0),0,-,-,-,-,-,-,-,-,-,-
14,14003,1822,（植物油脂類）　米ぬか油　　　,0,921,3853,0,0,-,100,96.1,18.8,39.8,33.26,0,0,-,0,0,0,0,0,Tr,Tr,0,Tr,0,0,0,0,0,0,1,0,0,0,0,0,0,0,(0),25.5,1.5,3.4,0.4,36,0,0,0,(0),(0),(0),(0),0,(0),0,-,-,-,-,-,-,-,-,-,-
14,14004,1823,（植物油脂類）　サフラワー油　ハイオレイック　,0,921,3853,0,0,-,100,98.5,7.36,73.24,13.62,0,0,-,0,0,0,0,0,0,0,0,Tr,0,0,0,0,-,-,-,-,0,0,0,0,0,0,(0),27.1,0.6,2.3,0.3,10,0,0,0,(0),(0),(0),(0),-,(0),0,-,-,-,-,-,-,-,-,-,-
14,14025,1824,（植物油脂類）　サフラワー油　ハイリノール　,0,921,3853,0,0,-,100,96.6,9.26,12.94,70.19,0,0,-,0,0,0,0,0,0,0,0,Tr,0,0,0,0,-,-,-,-,0,0,0,0,0,0,(0),27.1,0.6,2.3,0.3,10,0,0,0,(0),(0),(0),(0),-,(0),0,-,-,-,-,-,-,-,-,-,-
14,14005,1825,（植物油脂類）　大豆油　　　,0,921,3853,0,0,-,100,97,14.87,22.12,55.78,1,0,-,0,0,0,0,0,Tr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(0),10.4,2,80.9,20.8,210,0,0,0,(0),(0),(0),(0),0,(0),0,-,-,-,-,-,-,-,-,-,-
14,14006,1826,（植物油脂類）　調合油　　　,0,921,3853,0,0,-,100,97.2,10.97,41.1,40.94,2,0,-,0,0,0,0,0,Tr,Tr,0,Tr,0,Tr,0,0,0,0,0,0,0,0,0,0,0,0,(0),12.8,1.2,56.4,10.9,170,0,0,0,(0),(0),(0),(0),0,(0),0,-,-,-,-,-,-,-,-,-,-
14,14007,1827,（植物油脂類）　とうもろこし油　　　,0,921,3853,0,0,-,100,96.8,13.04,27.96,51.58,0,0,-,0,0,0,0,0,0,Tr,0,0,0,0,0,0,-,-,-,-,0,0,0,0,0,0,(0),17.1,0.3,70.3,3.4,5,0,0,0,(0),(0),(0),(0),-,(0),0,-,-,-,-,-,-,-,-,-,-
14,14008,1828,（植物油脂類）　なたね油　　　,0,921,3853,0,0,-,100,97.5,7.06,60.09,26.1,2,0,-,0,0,0,0,0,Tr,Tr,0,Tr,0,Tr,0,0,0,0,0,0,0,0,0,0,0,0,(0),15.2,0.3,31.8,1,120,0,0,0,(0),(0),(0),(0),0,(0),0,-,-,-,-,-,-,-,-,-,-
14,14009,1829,（植物油脂類）　パーム油　　　,0,921,3853,0,0,-,100,97.3,47.08,36.7,9.16,1,0,-,0,0,0,0,0,0,Tr,0,0,0,0,0,0,-,-,-,-,0,0,0,0,0,0,(0),8.6,0.4,1.3,0.2,4,0,0,0,(0),(0),(0),(0),-,(0),0,-,-,-,-,-,-,-,-,-,-
14,14010,1830,（植物油脂類）　パーム核油　　　,0,921,3853,0,0,-,100,98.6,76.34,14.36,2.43,1,0,-,0,0,0,0,0,Tr,Tr,0,Tr,0,0,0,0,-,-,-,-,0,0,0,0,0,0,(0),0.4,Tr,0.1,Tr,Tr,0,0,0,(0),(0),(0),(0),-,(0),0,-,-,-,-,-,-,-,-,-,-
14,14011,1831,（植物油脂類）　ひまわり油　ハイリノール　,0,921,3853,0,0,-,100,99.9,10.25,27.35,57.94,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,0,0,0,0,0,0,(0),38.7,0.8,2,0.4,11,0,0,0,(0),(0),(0),(0),-,(0),0,-,-,-,-,-,-,-,-,-,-
14,14026,1832,（植物油脂類）　ひまわり油  ミッドオレイック　　,0,921,3853,0,0,-,100,98.4,8.85,57.22,28.09,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,0,0,0,0,0,0,(0),38.7,0.8,2,0.4,11,0,0,0,(0),(0),(0),(0),-,(0),0,-,-,-,-,-,-,-,-,-,-
14,14027,1833,（植物油脂類）　ひまわり油　ハイオレイック　　,0,921,3853,0,0,-,100,99.7,8.74,79.9,6.79,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,0,0,0,0,0,0,(0),38.7,0.8,2,0.4,11,0,0,0,(0),(0),(0),(0),-,(0),0,-,-,-,-,-,-,-,-,-,-
14,14028,1834,（植物油脂類）　ぶどう油　　　,0,921,3853,0,0,-,100,96.5,10.93,17.8,63.55,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0.02,0,-,-,-,-,-,0,6,0,6,Tr,0,27.5,0.7,5.8,1.2,190,0,0,0,(0),(0),(0),(0),(0),(0),0,-,-,-,-,-,-,-,-,-,-
14,14012,1835,（植物油脂類）　綿実油　　　,0,921,3853,0,0,-,100,96.6,21.06,17.44,53.85,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,0,0,0,0,0,0,(0),28.3,0.3,27.1,0.4,29,0,0,0,(0),(0),(0),(0),-,(0),0,-,-,-,-,-,-,-,-,-,-
14,14013,1836,（植物油脂類）　やし油　　　,0,921,3853,0,0,-,100,97.7,83.96,6.59,1.53,1,0,-,0,0,0,0,0,0,Tr,0,0,0,Tr,0,0,-,-,-,-,0,0,0,0,0,0,(0),0.3,0,0.2,Tr,Tr,0,0,0,(0),(0),(0),(0),-,(0),0,-,-,-,-,-,-,-,-,-,-
14,14014,1837,（植物油脂類）　落花生油　　　,0,921,3853,0,0,-,100,96.4,19.92,43.34,29,0,0,-,0,0,0,0,0,0,Tr,0,Tr,0,0,0,0,-,-,-,-,0,0,0,0,0,0,(0),6,0.3,5.4,0.5,4,0,0,0,(0),(0),(0),(0),-,(0),0,-,-,-,-,-,-,-,-,-,-
14,14015,1838,（動物脂類）　牛脂　　　,0,940,3933,Tr,0.2,-,99.8,93.8,41.05,45.01,3.61,100,0,-,0,0,0,0,1,1,Tr,0,1,0.1,Tr,Tr,-,-,-,-,-,85,-,-,-,0,85,0,0.6,Tr,0.1,0.6,26,0,0,0,-,-,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-
14,14016,1839,（動物脂類）　ラード　　　,0,941,3937,0,0,-,100,97,39.29,43.56,9.81,100,0,-,0,0,0,0,0,0,0,0,0,0,Tr,Tr,-,0,0,0,0,0,-,-,-,0,0,0.2,0.3,Tr,0.1,Tr,7,0,0,0,-,-,-,-,0,0,0,-,-,-,-,-,-,-,-,-,-
14,14017,1840,（バター類）　有塩バター　　　,0,745,3117,16.2,0.6,0.5,81,74.5,50.45,17.97,2.14,210,0.2,0.6,(0),(0),(0),2,750,28,15,2,15,0.1,0.1,Tr,0,2,Tr,1,3,500,2,190,6,190,520,0.6,1.5,0,0.1,0,17,0.01,0.03,0,Tr,0.1,Tr,0.06,0.4,0,1.9,-,-,-,-,-,-,-,-,-,-
14,14018,1841,（バター類）　食塩不使用バター　　　,0,763,3192,15.8,0.5,(0.4),83,77,52.43,18.52,2.05,220,0.2,(0.6),(0),(0),(0),0.5,11,22,14,2,18,0.4,0.1,0.01,0.01,-,-,-,-,780,-,-,-,140,790,0.7,1.4,0,0.1,0,24,0,0.03,Tr,Tr,0.1,1,0.08,-,0,0,-,-,-,-,-,-,-,-,-,-
14,14019,1842,（バター類）　発酵バター　　　,0,752,3146,13.6,0.6,(0.5),80,74.6,50.56,17.99,2.15,230,4.4,-,(0),(0),(0),1.4,510,25,12,2,16,0.4,0.1,0.01,0.01,-,-,-,-,760,-,-,-,180,780,0.7,1.3,0,0.1,0,30,0,0.02,0,0,0.1,1,0,-,0,1.3,-,-,-,-,-,-,-,-,-,-
14,14020,1843,（マーガリン類）　ソフトタイプマーガリン　家庭用　,0,769,3217,14.7,0.4,(0.3),83.1,78.9,23.04,39.32,12.98,5,0.4,-,(0),(0),(0),1.3,500,27,14,2,17,Tr,0.1,Tr,Tr,2,1,0,2,0,-,290,-,290,24,11.2,15.3,0.7,36.5,6.2,53,0.01,0.03,Tr,0,0,Tr,Tr,0.2,0,1.3,-,-,-,-,-,-,-,-,-,-
14,14029,1844,（マーガリン類）　ソフトタイプマーガリン　業務用　,0,778,3256,14.8,0.3,-,84.3,80.3,39,28.86,8.78,5,0.1,-,(0),(0),(0),0.5,490,27,14,2,17,Tr,0.1,Tr,Tr,2,1,0,2,0,-,290,-,290,24,11.2,15.2,0.7,36.5,6.2,53,0.01,0.03,Tr,0,0,Tr,Tr,0.2,0,1.3,-,-,-,-,-,-,-,-,-,-
14,14021,1845,（マーガリン類）　ファットスプレッド　　　,0,637,2665,30.2,0.2,(0.2),69.1,64.1,20.4,20.72,20.02,4,0,(0.6),(0),(0),(0),1.2,420,17,8,2,10,Tr,Tr,Tr,Tr,-,-,-,-,0,-,380,-,380,31,1.1,15.6,0.7,21,5.7,71,0.02,0.02,Tr,0,0,Tr,Tr,-,0,1.1,-,-,-,-,-,-,-,-,-,-
14,14022,1846,（その他）　ショートニング　家庭用　　,0,920,3851,0.1,0,-,99.9,97.8,46.23,35.54,11.56,4,0,-,(0),(0),(0),0,0,0,0,0,0,0,0,0,0,0,0,Tr,0,0,-,-,-,0,0,0.1,9.5,0.1,12.4,5,6,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-
14,14030,1847,（その他）　ショートニング　業務用　製菓　　　,0,921,3852,Tr,0,-,99.9,96.3,51.13,32.58,8.13,4,0,-,(0),(0),(0),0,0,0,0,0,0,0,0,0,0,0,0,Tr,0,0,-,-,-,0,0,0.1,9.5,0.1,12.4,5,6,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-
14,14031,1848,（その他）　ショートニング　業務用　フライ　　　,0,920,3851,0.1,0,-,99.9,97.3,41.37,38.39,13.19,4,0,-,(0),(0),(0),0,0,0,0,0,0,0,0,0,0,0,0,Tr,0,0,-,-,-,0,0,0.1,9.5,0.1,12.4,5,6,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-
15,15001,1849,＜和生菓子・和半生菓子類＞甘納豆　あずき　　　,0,296,1238,26.2,5.6,(4.7),0.6,(0.3),(0.07),(0.02),(0.15),-,67.1,(70.3),0.4,4.3,4.7,0.5,45,100,16,25,79,2.1,0.7,0.09,-,0,1,5,36,0,-,-,-,1,Tr,-,0,0,0.9,2.7,7,0.01,0.03,0.2,0.09,-,-,-,1.4,0,0.1,-,-,-,-,-,-,-,-,-,-
15,15002,1850,＜和生菓子・和半生菓子類＞甘納豆　いんげんまめ　　　,0,302,1264,25.2,5.5,(4.9),1.1,(0.5),(0.09),(0.05),(0.34),-,67.6,(69.8),1,4.6,5.6,0.6,67,140,19,25,98,1.6,0.8,0.1,-,-,-,-,-,0,-,-,-,2,Tr,-,0,0,0.8,0,3,Tr,0.04,0.2,0.07,-,-,-,-,1,0.2,-,-,-,-,-,-,-,-,-,-
15,15003,1851,＜和生菓子・和半生菓子類＞甘納豆　えんどう　　　,0,310,1297,23.1,5.2,(4.2),1,(0.6),(0.12),(0.19),(0.30),-,70.1,(72.4),0.6,4.3,4.9,0.6,88,100,17,30,110,1.3,0.7,0.13,-,-,-,-,-,0,-,-,-,45,4,-,0,0,1.7,0.1,7,0.02,0.04,0.2,0.04,-,-,-,-,Tr,0.2,-,-,-,-,-,-,-,-,-,-
15,15005,1852,＜和生菓子・和半生菓子類＞今川焼　　　　,0,221,926,45.5,4.5,(3.9),1,(0.8),(0.25),(0.24),(0.30),24,48.5,(50.5),0.3,1.5,1.9,0.5,59,58,21,9,53,0.8,0.3,0.07,0.1,-,-,-,-,8,0,Tr,2,1,8,0.2,0.1,Tr,0.3,0.7,2,0.03,0.04,0.2,0.01,0.1,5,0.22,-,0,0.1,-,-,-,-,-,-,-,-,-,-
15,15006,1853,＜和生菓子・和半生菓子類＞ういろう　　　　,0,183,766,54.5,1.1,(0.9),0.2,(0.2),(0.06),(0.05),(0.07),0,44.1,(46.7),0,0.1,0.1,0.1,1,17,2,4,18,0.2,0.2,0.04,0.12,0,1,Tr,13,0,0,0,0,0,0,0,Tr,0,0,0,0,0.02,Tr,0.2,0.02,0,2,0.11,0.2,0,0,-,-,-,-,-,-,-,-,-,-
15,15007,1854,＜和生菓子・和半生菓子類＞うぐいすもち　　　　,0,241,1008,40,3.6,(3.1),0.4,(0.3),(0.09),(0.06),(0.14),0,55.7,(57.1),0.1,1.9,2,0.3,36,38,9,12,43,0.8,0.6,0.12,0.2,-,-,-,-,0,-,Tr,-,Tr,0,0,Tr,0,0.4,1,2,0.02,0.02,0.2,0.01,0,3,0.16,-,0,0.1,-,-,-,-,-,-,-,-,-,-
15,15008,1855,＜和生菓子・和半生菓子類＞かしわもち　　　　,0,206,862,48.5,4,(3.4),0.4,(0.3),(0.10),(0.07),(0.13),0,46.7,(48.8),0.1,1.6,1.7,0.4,55,40,7,13,47,0.9,0.5,0.11,-,-,-,-,-,0,0,0,0,0,0,0,0.1,0,0.3,0.8,2,0.03,0.02,0.4,0.03,0,4,0.21,-,0,0.1,-,-,-,-,-,-,-,-,-,-
15,15009,1856,＜和生菓子・和半生菓子類＞カステラ　　　　,0,319,1335,25.6,6.2,(5.3),4.6,4,1.39,1.61,0.84,160,63.2,(65.2),0.4,0.2,0.6,0.4,54,79,29,7,96,0.9,0.6,0.1,0.08,8,14,2,5,47,0,0,9,5,47,Tr,0.7,Tr,0.3,0,4,0.03,0.42,0.2,0.03,0.3,5,0.66,7.2,(0),0.1,-,-,-,-,-,-,-,-,-,-
15,15010,1857,＜和生菓子・和半生菓子類＞かのこ　　　　,0,264,1105,34,4.8,(4.0),0.4,(0.1),(0.02),(Tr),(0.03),0,60.4,(62.3),0.3,3.5,3.8,0.4,22,61,14,19,56,1.6,0.6,0.1,-,-,-,-,-,0,0,1,0,1,Tr,0,0,0,0.7,2.1,5,0.01,0.03,0.1,0.04,0,Tr,0.02,-,0,0.1,-,-,-,-,-,-,-,-,-,-
15,15011,1858,＜和生菓子・和半生菓子類＞かるかん　　　　,0,230,962,42.5,2.1,(1.6),0.3,(0.3),(0.10),(0.07),(0.10),0,54.7,(57.6),0.1,0.3,0.4,0.4,2,120,3,8,32,0.3,0.3,0.08,-,Tr,1,0,17,0,0,1,0,1,Tr,0,0.1,0,0,0,0,0.05,0.01,0.3,0.04,0,5,0.29,0.7,1,0,-,-,-,-,-,-,-,-,-,-
15,15012,1859,＜和生菓子・和半生菓子類＞きび団子　　　　,0,304,1272,24.4,1.7,(1.5),0.3,(0.3),(0.10),(0.07),(0.10),0,73.5,(77.3),0,0.3,0.3,0.1,1,27,3,6,31,0.1,0.5,0.09,-,Tr,1,0,18,0,0,0,0,0,0,0,Tr,Tr,0,0,0,0.02,0.01,0.2,0.02,0,3,0.22,0.3,0,0,-,-,-,-,-,-,-,-,-,-
15,15013,1860,＜和生菓子・和半生菓子類＞ぎゅうひ　　　　,0,257,1075,36,1.3,(1.1),0.2,(0.2),(0.06),(0.05),(0.07),0,62.5,(65.4),Tr,0.1,0.1,Tr,1,1,1,1,10,0.2,0.3,0.04,-,1,1,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0.01,Tr,0.1,Tr,0,3,0,0.3,0,0,-,-,-,-,-,-,-,-,-,-
15,15014,1861,＜和生菓子・和半生菓子類＞きりざんしょ　　　　,0,248,1038,38,2.1,(1.8),0.3,(0.3),(0.10),(0.07),(0.10),0,59.3,(62.5),Tr,0.2,0.2,0.3,66,31,2,8,32,0.3,0.3,0.07,0.25,Tr,1,Tr,26,0,0,0,0,0,0,0,0.1,0,0,0,0,0.03,0.01,0.4,0.04,0,4,0.22,0.4,0,0.2,-,-,-,-,-,-,-,-,-,-
15,15015,1862,＜和生菓子・和半生菓子類＞きんぎょく糖　　　　,0,288,1205,28,Tr,-,Tr,-,-,-,-,0,72,(74.5),-,-,0.8,Tr,2,2,7,1,Tr,0.1,Tr,0.01,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,-,-,-,-,-,-,-,-,-,-
15,15016,1863,＜和生菓子・和半生菓子類＞きんつば　　　　,0,265,1107,34,6,(5.2),0.7,(0.4),(0.10),(0.03),(0.21),0,58.6,(64.3),0.6,5.1,5.7,0.7,130,160,20,23,75,1.5,0.7,0.2,0.42,-,-,-,-,0,0,0,0,0,0,0,0.1,Tr,0.9,1.8,6,0.03,0.03,0.1,0.03,0,8,0.21,-,0,0.3,-,-,-,-,-,-,-,-,-,-
15,15017,1864,＜和生菓子・和半生菓子類＞草もち　　　　,0,229,958,43,4.2,-,0.4,(0.3),(0.10),(0.07),(0.13),0,52.1,(54.1),0.1,1.9,2,0.3,17,47,11,14,50,1,0.6,0.12,-,-,-,-,-,0,0,170,0,170,14,0,0.2,Tr,0.3,0.9,13,0.03,0.02,0.4,0.04,0,5,0.21,-,Tr,0,-,-,-,-,-,-,-,-,-,-
15,15018,1865,＜和生菓子・和半生菓子類＞くし団子　あん　　　,0,201,841,50,3.8,(3.2),0.4,(0.3),(0.11),(0.07),(0.13),0,45.5,(47.7),0.1,1.1,1.2,0.3,21,44,6,13,50,0.7,0.6,0.11,0.3,-,-,-,-,0,0,0,0,0,0,0,0.1,0,0.2,0.5,1,0.04,0.01,0.5,0.05,0,5,0.27,-,0,0.1,-,-,-,-,-,-,-,-,-,-
15,15019,1866,＜和生菓子・和半生菓子類＞くし団子　みたらし　　,0,197,824,50.5,3.1,(2.6),0.4,(0.4),(0.13),(0.09),(0.14),0,45.2,(47.4),Tr,0.3,0.3,0.8,250,59,4,13,52,0.4,0.5,0.09,0.34,Tr,2,Tr,35,0,0,0,0,0,0,0,0.1,0,0,0,0,0.04,0.02,0.7,0.06,Tr,7,0.33,0.5,0,0.6,-,-,-,-,-,-,-,-,-,-
15,15121,1867,＜和生菓子・和半生菓子類＞くずもち　くずでん粉製品　　　,0,91,382,77.4,0.1,-,0.1,-,-,-,-,0,22.5,(24.7),0,0,0,Tr,1,1,5,1,3,0.5,0,0.01,0.01,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,-,-,-,-,-,-,-,-,-,-
15,15122,1868,＜和生菓子・和半生菓子類＞くずもち　小麦でん粉製品　,0,91,383,77.4,0.1,-,0.1,-,-,-,-,0,22.4,(24.6),0,0,0,0.1,1,2,4,1,9,0.2,Tr,0.01,0.02,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,-,-,-,-,-,-,-,-,-,-
15,15020,1869,＜和生菓子・和半生菓子類＞げっぺい　　　　,0,357,1494,20.9,5.2,(4.6),8.7,(5.4),(1.90),(2.52),(0.78),1,64.5,(66.9),0.5,2,2.5,0.7,50,68,32,19,74,0.9,0.5,0.13,0.27,-,-,-,-,0,0,1,0,1,0,0,0.6,0.1,2,1.1,2,0.06,0.03,0.3,0.03,0,7,0.2,-,0,0.1,-,-,-,-,-,-,-,-,-,-
15,15123,1870,＜和生菓子・和半生菓子類＞五平もち　,0,181,756,54.7,3,(2.5),0.5,(0.5),(0.13),(0.11),(0.26),0,41,-,Tr,0.8,0.8,0.7,230,57,10,9,41,0.4,0.6,0.1,-,-,-,-,-,0,-,-,-,0,0,0,Tr,0,0.3,0.2,1,0.02,0.02,0.3,0.02,0,5,0.21,-,0,0.6,-,-,-,-,-,-,-,-,-,-
15,15021,1871,＜和生菓子・和半生菓子類＞桜もち　関東風　　　,2,239,999,40.5,4.5,(3.9),0.4,(0.3),(0.07),(0.02),(0.15),0,54.3,(56.1),0.3,2.3,2.6,0.3,45,37,11,11,37,1,0.4,0.09,0.08,-,-,-,-,0,0,0,0,0,0,0,Tr,Tr,0.4,1.2,2,0.02,0.02,0.1,Tr,0,2,0.1,-,0,0.1,-,-,-,-,-,-,-,-,-,-
15,15022,1872,＜和生菓子・和半生菓子類＞桜もち　関西風　　　,2,200,837,50,3.4,(2.9),0.2,(0.1),(0.04),(0.02),(0.05),0,46.1,(47.8),0.1,1.6,1.7,0.3,33,22,7,8,27,0.7,0.5,0.09,-,-,-,-,-,0,0,0,0,0,0,0,Tr,0,0.3,0.9,2,0.01,0.01,0.1,0.01,0,2,0.05,-,0,0.1,-,-,-,-,-,-,-,-,-,-
15,15124,1873,＜和生菓子・和半生菓子類＞笹だんご　　　　,0,239,1000,40.5,3.9,-,0.5,(0.4),(0.12),(0.08),(0.16),0,54.7,(55.0),0.2,2,2.2,0.4,26,100,15,15,48,0.5,0.7,0.14,-,-,-,-,-,0,-,-,-,340,28,-,-,-,-,-,22,0.06,0.02,0.4,0.04,0,10,0.24,-,Tr,0.1,-,-,-,-,-,-,-,-,-,-
15,15023,1874,＜和生菓子・和半生菓子類＞大福もち　　　　,0,235,983,41.5,4.8,(4.2),0.5,(0.3),(0.10),(0.07),(0.11),0,52.8,(53.3),0.1,2.4,2.5,0.4,46,46,11,16,58,1,0.9,0.16,-,-,-,-,-,0,0,0,0,0,0,0,Tr,Tr,0.4,1.2,2,0.03,0.02,0.2,0.02,0,3,0.25,-,0,0.1,-,-,-,-,-,-,-,-,-,-
15,15024,1875,＜和生菓子・和半生菓子類＞タルト（和菓子）　　　　,0,293,1225,30,5.9,(5.1),2.9,(2.2),(0.73),(0.90),(0.50),110,60.8,(63.5),0.2,1.3,1.5,0.4,36,64,21,10,68,1,0.6,0.08,0.06,-,-,-,-,35,0,1,7,4,38,0.5,0.3,Tr,0.4,0.7,5,0.03,0.12,0.1,0.02,0.2,13,0.45,-,1,0.1,-,-,-,-,-,-,-,-,-,-
15,15025,1876,＜和生菓子・和半生菓子類＞ちまき　　　　,0,153,640,62,1.3,(1.1),0.2,(0.2),(0.06),(0.05),(0.07),0,36.4,(38.4),Tr,0.1,0.1,0.1,1,19,1,5,20,0.2,0.2,0.04,0.17,0,1,0,16,0,0,0,0,0,0,0,Tr,Tr,0,0,0,0.02,Tr,0.3,0.02,0,2,0.14,0.2,0,0,-,-,-,-,-,-,-,-,-,-
15,15026,1877,＜和生菓子・和半生菓子類＞ちゃつう　　　　,0,328,1373,22.5,6.2,(5.4),4.1,(3.9),(0.60),(1.41),(1.75),0,66.5,(67.5),0.3,3.5,3.8,0.7,5,63,100,41,79,1.9,0.9,0.23,0.19,-,-,-,-,0,0,1,0,1,Tr,0,Tr,Tr,2.2,1.6,4,0.08,0.05,0.4,0.05,0,8,0.1,-,Tr,0,-,-,-,-,-,-,-,-,-,-
15,15027,1878,＜和生菓子・和半生菓子類＞どら焼　　　　,0,284,1187,31.5,6.6,(5.7),2.5,(2.0),(0.64),(0.74),(0.54),81,58.7,(63.3),0.5,2.7,3.1,0.7,140,120,23,15,80,1.1,0.6,0.13,0.27,-,-,-,-,28,0,Tr,5,3,28,0.6,0.3,Tr,0.5,0.9,5,0.04,0.1,0.2,0.03,0.2,14,0.46,-,0,0.4,-,-,-,-,-,-,-,-,-,-
15,15004,1879,＜和生菓子・和半生菓子類＞生八つ橋　あん入り　　　　,0,279,1167,30.5,4.5,(3.8),0.4,(0.3),(0.10),(0.05),(0.14),0,64.3,(68.0),0.2,2.8,3,0.3,18,75,11,16,53,1.1,0.7,0.14,0.26,-,-,-,-,0,0,0,0,0,0,0,0.1,0,0.5,1.2,3,0.02,0.02,0.3,0.03,0,5,0.18,-,0,0,-,-,-,-,-,-,-,-,-,-
15,15028,1880,＜和生菓子・和半生菓子類＞ねりきり　　　　,0,264,1105,34,5.3,(4.5),0.3,(0.1),(0.04),(0.01),(0.08),0,60.1,(61.5),0.2,3.4,3.6,0.3,2,33,14,16,46,1.5,0.6,0.13,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0.7,2,4,0.01,0.03,0.1,0,0,1,0.04,-,0,0,-,-,-,-,-,-,-,-,-,-
15,15029,1881,＜和生菓子・和半生菓子類＞まんじゅう　カステラまんじゅう　　　,0,294,1231,27.9,6.6,(5.7),1.6,(1.2),(0.39),(0.40),(0.39),43,63.4,(65.6),0.3,2.7,3,0.5,44,74,28,15,77,1.3,0.6,0.11,0.09,-,-,-,-,15,0,Tr,3,2,15,0.3,0.2,Tr,0.6,1.4,4,0.04,0.07,0.2,0.01,0.1,7,0.28,-,0,0.1,-,-,-,-,-,-,-,-,-,-
