食品群,食品番号,索引番号,食品名,廃 棄 率,,,一般成分,一般成分,一般成分,一般成分,一般成分,,,,,一般成分,一般成分,,,,一般成分,無機質,無機質,無機質,無機質,無機質,無機質,無機質,無機質,無機質,無機質,無機質,無機質,無機質,"ビタミン
(ビタミンA)","ビタミン
(ビタミンA)","ビタミン
(ビタミンA)","ビタミン
(ビタミンA)","ビタミン　
(ビタミンA)","ビタミン
(ビタミンA)",ビタミン,"ビタミン　
(ビタミンE)","ビタミン　
(ビタミンE)","ビタミン　
(ビタミンE)","ビタミン　
(ビタミンE)",ビタミン,ビタミン,ビタミン,ビタミン,ビタミン,ビタミン,ビタミン,ビタミン,ビタミン,ビタミン,,,,,,,,,,,
,,,,廃棄,エネルギー（kcal）,エネルギー（kJ),水   分,たんぱく質,アミノ酸組成によるたんぱく質,脂   質,トリアシルグリセロール当量,飽和脂肪酸,一価不飽和脂肪酸,多価不飽和脂肪酸,コレステロール,炭水化物,利用可能炭水化物（単糖当量）,水溶性食物繊維,不溶性食物繊維,食物繊維総量,灰   分,ナトリウム,カリウム,カルシウム,マグネシウム,リン,鉄,亜鉛,銅,マンガン,ヨウ素,セレン,クロム,モリブデン,レチノール,α-カロテン,β-カロテン,β-クリプトキサンチン,β-カロテン当量,レチノール活性当量,ビタミンD,α-トコフェロール,β-トコフェロール,γ-トコフェロール,δ-トコフェロール,ビタミンK,ビタミンB1,ビタミンB2,ナイアシン,ビタミンB6,ビタミンB12,葉酸,パントテン酸,ビオチン,ビタミンC,食塩相当量,アルコール,硝酸イオン,テオブロミン,カフェイン,タンニン,ポリフェノール,酢酸,調理油,有機酸,重量変化率
,,,Tagnames,REFUSE,"ENERC_
KCAL",ENERC,WATER,－,PROTCAA,－,FATNLEA,FASAT,FAMS,FAPU,CHOLE,－,CHOAVLM,FIBSOL,FIBINS, FIBTG,ASH,NA,K,CA,MG,P,FE,ZN,CU,MN,ID,SE,CR,MO,RETOL,CARTA ,CARTB ,CRYPXB,CARTBEQ,VITA_RAE,VITD,TOCPHA,TOCPHB ,TOCPHG,TOCPHD,VITK,THIAHCL ,RIBF,NIA,VITB6A,VITB12,FOL,PANTAC,BIOT,VITC,NACL_EQ,ALC,NITRA ,THEBRN,CAFFN ,TAN,POLYPHENT,ACEAC,－,OA,－
,,,単位,%,kcal/100 g,kJ/100 g,g/100 g,g/100 g,g/100 g,g/100 g,g/100 g,g/100 g,g/100 g,g/100 g,mg/100 ｇ,g/100 g,g/100 g,g/100 g,g/100 g,g/100 g,g/100 g,mg/100 g,mg/100 g,mg/100 g,mg/100 g,mg/100 g,mg/100 g,mg/100 g,mg/100 g,mg/100 g,µg/100 g,µg/100 g,µg/100 g,µg/100 g,µg/100 g,µg/100 g,µg/100 g,µg/100 g,µg/100 g,µg/100 g,µg/100 g,mg/100 g,mg/100 g,mg/100 g,mg/100 g,µg/100 g,mg/100 g,mg/100 g,mg/100 g,mg/100 g,µg/100 g,µg/100 g,mg/100 g,µg/100 g,mg/100 g,g/100 g,g/100 g,g/100 g,g/100 g,g/100 g,g/100 g,g/100 g,g/100 g,g/100 g,g/100 g,%
15,15030,1882,＜和生菓子・和半生菓子類＞まんじゅう　くずまんじゅう　　　,0,220,920,45,3.1,(2.6),0.2,(0.1),(0.02),(0.01),(0.05),0,51.4,(53.2),0.1,2.1,2.2,0.3,45,22,9,10,30,0.9,0.4,0.08,-,-,-,-,-,0,-,-,-,0,0,0,0,0,0.4,1.2,2,0.01,0.02,Tr,0,0,1,0.02,-,0,0.1,-,-,-,-,-,-,-,-,-,-
15,15031,1883,＜和生菓子・和半生菓子類＞まんじゅう　くりまんじゅう　　　,0,309,1292,24,6,(5.2),1.3,(1.0),(0.31),(0.32),(0.33),33,68.2,-,0.3,2.7,3,0.4,25,62,21,14,63,1.3,0.5,0.11,0.1,-,-,-,-,11,0,1,2,2,12,0.2,0.1,Tr,0.6,1.4,4,0.03,0.06,0.2,0.01,0.1,6,0.24,-,0,0.1,-,-,-,-,-,-,-,-,-,-
15,15032,1884,＜和生菓子・和半生菓子類＞まんじゅう　とうまんじゅう　　　,0,297,1242,28,6.2,(5.4),2.1,(1.6),(0.53),(0.61),(0.43),68,63.4,(65.3),0.3,2.2,2.5,0.4,24,56,19,13,64,1.3,0.6,0.1,0.07,-,-,-,-,23,0,Tr,5,3,23,0.5,0.2,Tr,0.5,1.2,4,0.03,0.09,0.1,0.02,0.1,9,0.33,-,0,0.1,-,-,-,-,-,-,-,-,-,-
15,15033,1885,＜和生菓子・和半生菓子類＞まんじゅう　蒸しまんじゅう　　　,0,260,1089,35,4.9,(4.2),0.4,(0.3),(0.08),(0.03),(0.17),0,59.2,(61.2),0.3,2.6,2.9,0.5,63,47,17,13,47,1.1,0.4,0.1,0.07,-,-,-,-,0,-,0,-,0,0,0,Tr,Tr,0.5,1.4,3,0.03,0.02,0.1,Tr,0,2,0.11,-,0,0.2,-,-,-,-,-,-,-,-,-,-
15,15034,1886,＜和生菓子・和半生菓子類＞まんじゅう　中華まんじゅう　あんまん　　,0,280,1174,36.6,6.1,(5.4),5.7,(5.5),(1.70),(2.11),(1.41),3,51.1,-,0.6,2.1,2.6,0.4,11,64,52,24,58,1.1,0.6,0.14,0.22,-,-,-,-,0,0,1,0,1,0,0,0.1,0.1,1,0.7,2,0.08,0.03,0.5,0.04,0,9,0.26,-,Tr,0,-,-,-,-,-,-,-,-,-,-
15,15035,1887,＜和生菓子・和半生菓子類＞まんじゅう　中華まんじゅう　肉まん　　,0,260,1086,39.5,10,(8.5),5.1,(4.6),(1.46),(1.42),(1.53),-,43.5,-,1.1,2.2,3.2,1.9,460,310,28,20,87,0.8,1.2,0.12,-,-,-,-,-,2,-,-,-,20,3,0.1,-,-,-,-,9,0.23,0.1,2,0.16,0.1,38,0.8,-,7,1.2,-,-,-,-,-,-,-,-,-,-
15,15036,1888,＜和生菓子・和半生菓子類＞もなか　　　　,0,285,1192,29,4.8,(4.1),0.4,(0.2),(0.07),(0.04),(0.11),0,65.6,(67.1),0.1,3,3.1,0.2,2,37,12,15,49,1.3,0.7,0.14,-,-,-,-,-,0,0,0,0,0,0,0,Tr,Tr,0.6,1.7,3,0.02,0.02,0.1,0.01,0,2,0.11,-,0,0,-,-,-,-,-,-,-,-,-,-
15,15037,1889,＜和生菓子・和半生菓子類＞ゆべし　　　　,0,327,1366,22,2.4,(2.1),3.5,(3.6),(0.39),(0.54),(2.48),0,71.2,(74.2),0.1,0.5,0.6,0.8,230,63,7,15,40,0.4,0.4,0.11,-,-,-,-,-,0,0,Tr,4,4,Tr,0,0.1,0,1.2,0.1,Tr,0.03,0.02,0.4,0.06,0,9,0.2,-,2,0.6,-,-,-,-,-,-,-,-,-,-
15,15038,1890,＜和生菓子・和半生菓子類＞ようかん　練りようかん　　　,0,296,1238,26,3.6,(3.0),0.2,(0.1),(0.02),(0.01),(0.05),0,70,(71.6),-,-,3.1,0.2,3,24,15,12,32,1.1,0.4,0.09,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0.5,1.4,3,0.01,0.02,Tr,0,0,1,0.03,-,0,0,-,-,-,-,-,-,-,-,-,-
15,15039,1891,＜和生菓子・和半生菓子類＞ようかん　水ようかん　　　,0,171,715,57,2.6,(2.2),0.1,(Tr),(0.01),(Tr),(0.03),0,40,(40.8),-,-,2.2,0.3,57,17,10,8,23,0.8,0.3,0.06,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0.4,1,2,Tr,0.01,Tr,0,0,1,0.02,-,0,0.1,-,-,-,-,-,-,-,-,-,-
15,15040,1892,＜和生菓子・和半生菓子類＞ようかん　蒸しようかん　　　,0,242,1012,39.5,4.4,(3.7),0.3,(0.2),(0.05),(0.01),(0.10),0,55.4,(57.1),0.2,2.7,2.9,0.4,83,32,11,12,37,1.1,0.4,0.1,0.03,-,-,-,-,0,0,0,0,0,0,0,Tr,Tr,0.6,1.5,3,0.01,0.02,0.1,Tr,0,1,0.06,-,0,0.2,-,-,-,-,-,-,-,-,-,-
15,15041,1893,＜和干菓子類＞あめ玉　　　　,0,390,1632,2.5,0,-,0,-,-,-,-,0,97.5,(102.2),0,0,0,Tr,1,2,1,Tr,Tr,Tr,0,0.01,-,0,0,0,0,0,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,-,-,-,-,-,-,-,-,-,-
15,15042,1894,＜和干菓子類＞芋かりんとう　　　　,0,476,1991,5.5,1.4,(1.2),20.5,(19.6),(2.29),(8.17),(8.33),Tr,71.3,(74.4),0.7,1.9,2.6,1.2,13,550,42,28,54,0.7,0.2,0.2,0.47,1,1,Tr,5,0,0,33,1,33,3,0,4.3,0.2,11.5,2.2,35,0.13,0.05,0.9,0.3,0,57,1.03,5.7,33,0,-,-,-,-,-,-,-,-,-,-
15,15043,1895,＜和干菓子類＞おこし　　　　,0,383,1602,5,3.8,(3.3),0.8,(0.7),(0.17),(0.23),(0.25),0,90.1,(95.0),0,0.4,0.4,0.3,95,25,4,5,22,0.2,0.8,0.12,0.48,-,-,-,-,0,0,0,0,0,0,0,0.1,Tr,0.2,Tr,1,0.02,0.01,0.2,0.02,0,3,0.12,-,0,0.2,-,-,-,-,-,-,-,-,-,-
15,15044,1896,＜和干菓子類＞おのろけ豆　　　　,0,448,1874,3,11.7,(10.4),13.5,(13.7),(2.49),(5.78),(4.87),0,69.8,(71.7),0.1,2.2,2.3,2,390,270,17,70,180,1.1,1.9,0.35,0.63,-,-,-,-,0,0,2,0,2,Tr,0,2.9,0.1,1.8,0.1,0,0.13,0.04,5.4,0.21,0,24,1.09,-,0,1,-,-,-,-,-,-,-,-,-,-
15,15045,1897,＜和干菓子類＞かりんとう　黒　　　,0,440,1839,3.5,7.6,-,11.6,(11.1),(1.41),(4.39),(4.85),Tr,76.3,-,0.5,0.7,1.2,1.1,7,300,66,27,57,1.6,0.7,0.16,0.33,-,-,-,-,0,0,0,0,0,0,Tr,1.6,0.3,6,1.2,18,0.1,0.05,1,0.21,0,25,0.84,-,0,0,-,-,-,-,-,-,-,-,-,-
15,15046,1898,＜和干菓子類＞かりんとう　白　　　,0,444,1859,2.5,9.7,(8.9),11.2,(10.7),(1.41),(4.09),(4.72),Tr,76.2,-,0.7,1,1.7,0.4,1,71,17,27,68,0.8,0.8,0.15,0.44,-,-,-,-,0,0,0,0,0,0,Tr,1.6,0.3,5.6,1.1,17,0.12,0.05,1.1,0.07,0,31,0.72,-,0,0,-,-,-,-,-,-,-,-,-,-
15,15047,1899,＜和干菓子類＞ごかぼう　　　　,0,387,1619,10,10.7,(9.7),6.4,(5.9),(0.93),(1.24),(3.46),Tr,71.6,(70.6),0.6,3.9,4.6,1.3,1,530,48,65,170,2.1,1.4,0.33,0.23,-,-,-,-,0,0,1,Tr,1,0,0,0.4,0.3,2.8,2.1,7,0.03,0.06,0.6,0.09,0,47,0.22,-,Tr,0,-,-,-,-,-,-,-,-,-,-
15,15048,1900,＜和干菓子類＞小麦粉せんべい　磯部せんべい　　　,0,381,1595,4.2,4.3,(3.9),0.8,(0.7),(0.17),(0.07),(0.39),0,89.3,(93.9),0.6,0.7,1.3,1.5,500,57,11,7,31,0.3,0.1,0.05,0.22,0,2,1,6,0,0,0,0,0,0,0,0.1,0.1,0,0,0,0.06,0.02,0.3,0.02,0,4,0.27,0.7,0,1.3,-,-,-,-,-,-,-,-,-,-
15,15049,1901,＜和干菓子類＞小麦粉せんべい　かわらせんべい　　　,0,398,1665,4.3,7.5,(6.3),3.5,(2.9),(0.92),(1.02),(0.86),110,84,(89.2),0.7,0.4,1.1,0.7,130,110,25,14,93,0.9,0.7,0.2,0.35,39,12,1,8,45,0,0,4,2,45,-,0.5,0.2,0.3,0,-,0.04,0.1,0.6,0.04,-,12,0.7,5.7,(0),0.3,-,-,-,-,-,-,-,-,-,-
15,15050,1902,＜和干菓子類＞小麦粉せんべい　巻きせんべい　　　,0,392,1638,3.5,4.3,(3.9),1.4,(1.2),(0.36),(0.34),(0.45),34,90.3,(94.9),0.5,0.5,1,0.4,39,71,22,6,53,0.4,0.2,0.04,0.17,-,-,-,-,12,0,Tr,2,1,12,0.2,0.2,0.1,Tr,0,1,0.05,0.05,0.2,0.02,0.1,7,0.33,-,0,0.1,-,-,-,-,-,-,-,-,-,-
15,15051,1903,＜和干菓子類＞小麦粉せんべい　南部せんべい　ごま入り　　,0,431,1804,3.3,11.2,(10.3),10.8,(10.5),(1.69),(3.52),(4.78),0,72.3,(73.3),1.4,2.9,4.2,2.4,430,170,240,78,150,2.2,1.3,0.38,0.8,Tr,6,2,28,0,0,3,0,3,Tr,0,0.3,0.2,4,0.1,1,0.27,0.08,1.5,0.14,0,25,0.59,3.2,0,1.1,-,-,-,-,-,-,-,-,-,-
15,15052,1904,＜和干菓子類＞小麦粉せんべい　南部せんべい　落花生入り　　,0,428,1792,3.3,11.7,(10.7),9.6,(9.3),(1.78),(3.70),(3.41),0,73.8,(76.6),1.1,2.4,3.5,1.6,340,230,26,40,120,0.7,0.7,0.18,0.65,1,7,2,26,0,0,1,0,1,0,0,2,0.2,1,Tr,Tr,0.25,0.05,3.5,0.11,0,21,0.91,17.2,0,0.9,-,-,-,-,-,-,-,-,-,-
15,15053,1905,＜和干菓子類＞しおがま　　　　,0,355,1485,10,2.7,(2.3),0.3,(0.2),(0.09),(0.05),(0.06),0,85.4,-,Tr,0.6,0.6,1.6,580,42,14,7,17,0.2,0.6,0.09,-,-,-,-,-,0,0,510,0,510,43,0,0.2,0,0,0,33,0.02,0.02,0.2,0.02,0,7,0.12,-,1,1.5,-,-,-,-,-,-,-,-,-,-
15,15055,1906,＜和干菓子類＞ひなあられ　関東風　　　,0,400,1674,4.7,5.1,-,4.3,(3.9),(0.96),(0.90),(1.90),0,85.3,-,0.1,1.2,1.3,0.6,67,120,36,16,53,1.2,0.3,0.07,-,-,-,-,-,0,0,Tr,0,Tr,0,0,0.1,Tr,0.8,0.6,3,0.06,0.05,0.3,0.04,0,15,0.08,-,0,0.2,-,-,-,-,-,-,-,-,-,-
15,15056,1907,＜和干菓子類＞ひなあられ　関西風　　　,0,398,1663,2.6,7.7,(6.8),3.1,(2.9),(0.99),(0.72),(1.08),0,84.6,-,0,1.3,1.3,1.9,580,46,33,34,48,2.8,2.4,0.38,1.37,9,7,5,120,0,-,0,-,(0),(0),(0),0.1,0,0,0,(0),0.04,0.08,0.3,0.09,Tr,16,1.02,2.4,0,1.5,-,-,-,-,-,-,-,-,-,-
15,15057,1908,＜和干菓子類＞米菓　揚げせんべい　　　,0,465,1946,4,5.7,(4.8),17.5,(17.0),(1.92),(7.19),(7.16),Tr,71.2,(75.9),Tr,0.5,0.5,1.6,490,82,5,21,87,0.7,0.9,0.17,0.68,1,3,2,30,0,0,0,0,0,0,0,2.3,0.2,9.4,1.8,28,0.08,0.02,1.2,0.11,0,11,0.61,0.4,0,1.2,-,-,-,-,-,-,-,-,-,-
15,15058,1909,＜和干菓子類＞米菓　甘辛せんべい　　　,0,380,1590,4.5,6.7,(5.6),0.9,(0.8),(0.29),(0.21),(0.31),0,86.3,(90.9),Tr,0.6,0.6,1.6,460,120,7,28,110,0.9,1,0.18,0.73,1,5,1,79,0,0,0,0,0,0,0,0.2,0,0,0,0,0.09,0.03,1.4,0.13,0,14,0.69,2.1,0,1.2,-,-,-,-,-,-,-,-,-,-
15,15059,1910,＜和干菓子類＞米菓　あられ　　　,0,381,1594,4.4,7.9,(6.9),1.4,(1.3),(0.44),(0.32),(0.48),0,84.2,(82.9),0,1.3,1.3,2.1,670,150,15,34,150,0.5,2.4,0.37,1.34,10,7,5,130,0,-,-,-,0,0,0,0.1,Tr,0,0,0,0.09,0.05,1,0.09,Tr,15,1,2.5,0,1.7,-,-,-,-,-,-,-,-,-,-
15,15060,1911,＜和干菓子類＞米菓　しょうゆせんべい　　　,0,373,1561,5.9,7.8,(6.6),1,(0.9),(0.32),(0.23),(0.34),0,83.1,(88.4),0,0.8,0.8,2.2,770,130,13,24,100,0.8,1.4,0.19,1.06,110,4,4,69,(0),0,0,0,0,(0),-,Tr,Tr,0,0,0,0.02,0.03,0.6,0.05,0,15,0.26,3,(0),2,-,-,-,-,-,-,-,-,-,-
15,15061,1912,＜和干菓子類＞ボーロ　小粒　　　,0,391,1636,4.5,2.5,(2.2),2.2,(1.8),(0.61),(0.79),(0.35),84,90.4,(96.9),0,0,0,0.4,30,43,16,5,56,0.7,0.3,0.03,-,3,6,3,1,29,0,1,6,3,29,0.6,0.2,Tr,0.1,Tr,3,0.01,0.09,Tr,0.02,0.2,9,0.29,5.1,0,0.1,-,-,-,-,-,-,-,-,-,-
15,15062,1913,＜和干菓子類＞ボーロ　そばボーロ　　　,0,406,1697,2,7.7,(6.8),3.4,(2.9),(0.87),(1.03),(0.84),99,86.1,(90.0),0.6,1,1.5,0.8,130,120,23,30,110,1,0.7,0.12,0.31,4,10,1,12,34,0,1,7,4,34,0.7,0.4,0.1,0.9,Tr,3,0.12,0.13,0.8,0.07,0.2,20,0.74,8.5,0,0.3,-,-,-,-,-,-,-,-,-,-
15,15063,1914,＜和干菓子類＞松風　　　　,0,381,1596,5.3,4,(3.7),0.7,(0.6),(0.17),(0.06),(0.37),0,89.7,(94.5),0.6,0.6,1.2,0.2,27,54,10,6,29,0.3,0.1,0.05,0.21,0,2,1,6,0,0,0,0,0,0,0,0.1,0.1,0,0,0,0.05,0.02,0.3,0.01,0,4,0.26,0.6,0,0.1,-,-,-,-,-,-,-,-,-,-
15,15064,1915,＜和干菓子類＞みしま豆　　　　,0,430,1800,1.6,12.4,(11.3),8.7,(8.1),(1.13),(2.08),(4.58),0,75.6,(71.9),0.9,5.2,6.1,1.7,1,720,66,87,220,2.7,1.4,0.39,0.93,0,2,4,130,0,0,1,Tr,1,Tr,0,0.6,0.4,3.9,2.9,9,0.02,0.08,0.7,0.11,0,64,0.23,10.5,Tr,0,-,-,-,-,-,-,-,-,-,-
15,15065,1916,＜和干菓子類＞八つ橋　　　　,0,394,1650,1.8,3.3,(2.8),0.5,(0.5),(0.16),(0.11),(0.17),0,94.2,(99.5),0,0.3,0.3,0.2,1,49,3,13,51,0.4,0.8,0.13,0.44,0,1,0,38,0,0,0,0,0,0,0,0.1,Tr,0,0,0,0.04,0.01,0.7,0.07,0,7,0.36,0.8,0,0,-,-,-,-,-,-,-,-,-,-
15,15066,1917,＜和干菓子類＞らくがん　らくがん　　　,0,389,1628,3,2.4,(2.1),0.2,(0.1),(0.06),(0.03),(0.04),0,94.3,(99.3),0,0.2,0.2,0.1,2,19,3,3,17,0.2,0.5,0.08,-,-,-,-,-,0,0,0,0,0,0,0,Tr,0,0,0,0,0.01,Tr,0.1,0.01,0,2,0.07,-,0,0,-,-,-,-,-,-,-,-,-,-
15,15067,1918,＜和干菓子類＞らくがん　麦らくがん　　　,0,397,1661,2.4,4.7,(4.1),1.8,(1.5),(0.50),(0.17),(0.77),0,90.4,(94.3),1.8,3.6,5.4,0.7,2,170,16,46,120,1.1,1.4,0.16,-,-,-,-,-,0,0,0,0,0,0,0,0.2,Tr,0.1,0,0,0.03,0.04,2.7,0.03,0,9,0.11,-,0,0,-,-,-,-,-,-,-,-,-,-
15,15068,1919,＜和干菓子類＞らくがん　もろこしらくがん　　　,0,389,1628,2.5,7.3,(6.1),0.3,(0.2),(0.05),(0.02),(0.08),0,89.3,(88.9),0.3,7,7.3,0.6,130,56,17,24,66,2,0.8,0.14,-,1,Tr,4,44,0,0,0,0,0,0,0,Tr,Tr,0.9,1,1,0.01,0.01,0.3,0.01,0,1,0.09,2.1,0,0.3,-,-,-,-,-,-,-,-,-,-
15,15125,1920,＜菓子パン類＞揚げパン　　　　,0,377,1577,27.7,8.7,7.4,18.7,17.8,3.34,9.03,4.61,3,43.5,-,0.8,1.1,1.8,1.4,450,110,42,19,86,0.6,0.7,0.09,0.29,22,13,1,11,1,0,3,0,3,2,0,4.3,0.2,4.5,0.2,(0),0.18,0.13,1.2,0.05,0.1,33,0.32,4,0,1.1,-,-,-,-,-,-,-,-,-,-
15,15069,1921,＜菓子パン類＞あんパン　　　　,0,280,1172,35.5,7.9,(6.6),5.3,(4.9),(2.29),(1.62),(0.77),0,50.2,(53.5),0.7,2,2.7,1.1,280,77,31,19,74,1,0.7,0.1,-,-,-,-,-,0,0,9,0,9,1,0,0.3,0.1,0.7,0.9,2,0.06,0.05,0.8,0.02,0,22,0.35,-,0,0.7,-,-,-,-,-,-,-,-,-,-
15,15126,1922,＜菓子パン類＞あんパン　薄皮タイプ　,0,260,1086,37.4,6.6,(5.5),2.4,(2.1),(0.95),(0.64),(0.41),0,52.8,(53.6),0.6,4.3,4.9,0.7,150,150,25,23,78,1.3,0.7,0.18,0.38,-,-,-,-,0,0,3,0,3,Tr,Tr,0.2,Tr,0.9,1.5,5,0.04,0.04,0.4,0.03,0,15,0.27,-,0,0.4,-,-,-,-,-,-,-,-,-,-
15,15127,1923,＜菓子パン類＞カレーパン 皮及び具　,0,321,1342,41.3,6.6,5.5,18.3,17.3,7.04,7.11,2.41,13,32.3,32,0.6,1,1.6,1.5,490,130,24,17,91,0.7,0.6,0.07,0.28,4,14,3,11,7,110,270,2,320,34,0,2.1,0.1,1.6,0.5,8,0.11,0.15,1.1,0.05,0.1,17,0.26,3.3,0,1.2,-,-,-,-,-,-,-,-,(0.1),-
15,15128,1924,＜菓子パン類＞カレーパン　皮のみ　,0,384,1606,30.8,7.2,6,22.4,21.2,8.55,8.61,3.13,14,38.4,38.5,0.6,0.7,1.3,1.2,390,100,23,16,100,0.7,0.6,0.08,0.28,3,18,2,13,9,2,10,1,11,10,0,2.7,0.2,2,0.5,9,0.11,0.18,1.1,0.04,0.1,21,0.26,3.7,0,1,-,-,-,-,-,-,-,-,-,-
15,15129,1925,＜菓子パン類＞カレーパン　具のみ　,0,180,752,64.5,5.3,4.5,9.3,8.7,3.69,3.8,0.79,11,18.8,17.7,0.6,1.7,2.4,2.1,710,200,28,19,69,0.7,0.7,0.07,0.28,4,6,5,8,2,340,850,5,1000,87,0,0.7,Tr,0.8,0.5,5,0.11,0.07,1.1,0.07,0.1,9,0.24,2.3,0,1.8,-,-,-,-,-,-,-,-,0.3,-
15,15070,1926,＜菓子パン類＞クリームパン　　　　,0,305,1276,36,10.3,(8.6),10.9,(10.0),(4.65),(3.44),(1.47),130,41.4,(47.7),0.6,0.6,1.2,1.4,350,120,52,18,120,1,0.9,0.1,0.19,-,-,-,-,46,1,10,9,15,48,0.9,0.8,0.1,0.9,0.2,4,0.09,0.18,0.8,0.04,0.3,37,0.87,-,0,0.9,-,-,-,-,-,-,-,-,-,-
15,15130,1927,＜菓子パン類＞クリームパン　薄皮タイプ　,0,227,951,52.1,6.6,(5.6),8,(7.1),(3.24),(2.50),(1.03),150,32.3,(33.3),0.4,0.4,0.7,1,180,110,79,13,130,0.9,0.9,0.07,0.12,-,-,-,-,65,0,8,9,13,66,0.8,0.6,Tr,0.4,0.1,5,0.08,0.14,0.5,0.05,0.4,29,0.9,-,Tr,0.4,-,-,-,-,-,-,-,-,-,-
15,15071,1928,＜菓子パン類＞ジャムパン　　　　,0,297,1243,32,6.6,(5.4),5.8,(5.5),(2.58),(1.84),(0.83),0,54.5,(60.3),0.9,0.9,1.8,1.1,310,95,31,17,66,0.5,0.5,0.08,0.24,-,-,-,-,0,0,9,0,9,1,0,0.4,0.1,0.5,0.1,0,0.07,0.04,0.9,0.03,0,33,0.42,-,3,0.8,-,-,-,-,-,-,-,-,-,-
15,15072,1929,＜菓子パン類＞チョココロネ　　　　,0,337,1410,33.5,7.1,(6.3),15.3,(14.7),(5.36),(5.43),(3.21),5,42.8,(43.2),0.6,0.7,1.3,1.4,340,160,79,20,100,0.6,0.7,0.1,-,-,-,-,-,11,-,-,-,39,14,1.1,-,-,-,-,5,0.08,0.11,0.8,0.03,-,22,0.59,-,Tr,0.9,-,-,Tr,-,-,Tr,-,-,-,-
15,15131,1930,＜菓子パン類＞チョコパン　薄皮タイプ　,0,348,1457,35,5.5,(4.6),18.7,(17.8),(7.14),(7.58),(2.31),8,39.5,(39.8),0.4,0.5,0.9,1.3,260,180,98,20,100,0.5,0.6,0.09,-,-,-,-,-,17,-,-,-,52,21,1.7,-,-,-,-,8,0.06,0.14,0.5,0.03,-,13,0.57,-,Tr,0.6,-,-,Tr,-,-,0.1,-,-,-,-
15,15132,1931,＜菓子パン類＞メロンパン　　　　,0,366,1530,20.9,8,6.5,10.5,10.2,4.93,3.44,1.31,37,59.9,60.6,0.9,0.8,1.7,0.8,210,110,26,16,84,0.6,0.6,0.09,0.28,4,15,1,12,37,10,24,2,31,40,0.2,1.2,0.1,0.7,0.1,3,0.09,0.1,1,0.05,0.1,29,0.38,3.2,0,0.5,-,-,-,-,-,-,-,-,-,-
15,15073,1932,＜ケーキ・ペストリー類＞シュークリーム　　　　,0,228,953,56.3,6,(5.2),11.3,(9.9),(5.26),(3.14),(1.04),230,25.6,(26.8),0.1,0.2,0.3,0.9,95,120,85,9,150,1,0.9,0.05,-,17,12,0,6,120,-,-,-,18,120,1.1,-,-,-,-,8,0.07,0.19,0.1,0.06,0.6,25,1.03,11.6,1,0.2,-,-,-,-,-,-,-,-,-,-
15,15074,1933,＜ケーキ・ペストリー類＞スポンジケーキ　　　　,0,298,1247,32,8.1,(7.3),5.6,4.5,1.48,1.95,0.89,170,53.8,(54.6),0.4,0.4,0.8,0.5,63,98,28,8,110,0.9,0.6,0.08,0.1,7,14,5,4,50,0,0,7,3,50,0.2,0.3,0,0.3,0,0,0.03,0.12,0.2,0.02,0.1,9,0.81,11.1,(0),0.2,-,-,-,-,-,-,-,-,-,-
15,15075,1934,＜ケーキ・ペストリー類＞ショートケーキ 果実なし　　　　,0,327,1367,35,7.1,(6.3),13.8,(12.5),(5.26),(5.72),(0.96),140,43.6,(44.0),0.3,0.3,0.6,0.5,79,91,32,7,110,0.7,0.5,0.06,-,7,11,4,5,81,-,-,-,25,82,0.2,0.3,0,0.2,0,2,0.02,0.11,0.2,0.02,0.1,7,0.63,8.6,0,0.2,-,-,-,-,-,-,-,-,-,-
15,15133,1935,＜ケーキ・ペストリー類＞タルト（洋菓子）　　　　,0,262,1095,50.3,4.2,(3.6),13.2,(12.1),(6.81),(3.89),(0.75),87,31.4,(30.9),0.5,0.5,1,0.8,80,120,84,11,77,0.6,0.4,0.06,0.19,-,-,-,-,100,-,-,-,27,110,0.3,0.6,0.1,0.3,0.1,4,0.05,0.1,0.4,0.04,0.1,37,0.53,-,20,0.2,-,-,-,-,-,-,-,-,-,-
15,15134,1936,＜ケーキ・ペストリー類＞チーズケーキ　ベイクドチーズケーキ　　　,0,318,1330,46.1,8.5,(7.6),21.2,(19.1),(11.99),(5.11),(1.00),170,23.3,(24.2),0.1,0.1,0.2,0.9,180,86,54,9,100,0.6,0.8,0.04,-,-,-,-,-,170,-,-,-,99,180,0.6,1,Tr,0.2,0,10,0.04,0.24,0.1,0.04,0.3,19,0.68,-,2,0.5,-,-,-,-,-,-,-,-,-,-
15,15135,1937,＜ケーキ・ペストリー類＞チーズケーキ　レアチーズケーキ　　　,0,364,1522,43.1,5.8,(5.2),28,(25.7),(16.93),(6.48),(0.91),-,22.1,(21.7),-,-,-,1,200,94,100,9,69,0.2,0.4,0.03,-,-,-,-,-,200,-,-,-,100,210,-,-,-,-,-,-,0.04,0.15,0.2,0.03,-,8,0.34,-,2,0.5,-,-,-,-,-,-,-,-,-,-
